"","date","country","credit","gdp","inf","stock","yield","global_factor","fin_factor","iv1","iv2","q","year","NFCI","EPU","USRECD","USUN"
"1",1960-01-01,"Argentina",0.0849474710739664,46.3866577148438,1.71870920273598e-10,NA,NA,-2.36175979964734,-1.48599200745431,-0.746166437681793,1.19929146223823,"1","1960",NA,NA,NA,NA
"2",1960-04-01,"Argentina",0.0886047069254118,47.6359252929688,1.7606288649219e-10,NA,NA,-2.62375661333905,-1.51902442119953,-2.36727182545497,2.67005884069667,"2","1960",NA,NA,NA,NA
"3",1960-07-01,"Argentina",0.0927698772265312,48.9399948120117,1.77859449390638e-10,NA,NA,-4.07377503436703,-1.99769995195509,-7.7881629067821,1.83890145686685,"3","1960",NA,NA,NA,0.898235748568207
"4",1960-10-01,"Argentina",0.0995279539013699,48.3929595947266,1.80853720888052e-10,NA,NA,-0.253734808556733,-3.72544893350832,-10.178036898628,1.28291588935076,"4","1960",NA,NA,NA,0.880381383539414
"5",1961-01-01,"Argentina",0.102760478030809,49.1395301818848,1.82949710936242e-10,NA,NA,-3.38849103496322,-1.41717007601717,-9.00217058376853,0.990546867082768,"1","1961",NA,NA,NA,0.866780183863636
"6",1961-04-01,"Argentina",0.103611147471638,49.0742378234863,1.95924859669461e-10,NA,NA,-3.97930782669736,-1.313232563637,-1.5913414997409,-2.62222964070474,"2","1961",NA,NA,NA,0.827043834230171
"7",1961-07-01,"Argentina",0.103887946620134,49.6708106994629,2.06953745807148e-10,NA,NA,0.807476276700011,-2.17058880305413,3.31939829628881,-3.55292274460213,"3","1961",NA,NA,NA,0.809740187854467
"8",1961-10-01,"Argentina",0.109105635247539,49.6977500915527,2.15387596647076e-10,NA,NA,-0.674692194613702,-2.49315201655254,5.66973886576443,-1.07903078860503,"4","1961",NA,NA,NA,0.828428249915728
"9",1962-01-01,"Argentina",0.106816820410024,50.703784942627,2.21875171013686e-10,NA,NA,-2.17570267906817,-0.508079970938373,4.61299320678637,-0.47119760632983,"1","1962",NA,NA,NA,0.889046878657577
"10",1962-04-01,"Argentina",0.098274908611513,50.8606109619141,2.45230447060152e-10,NA,NA,2.66158499429278,-1.16157054433102,2.90174991194686,2.2412008970918,"2","1962",NA,NA,NA,1.04513322757718
"11",1962-07-01,"Argentina",0.0920461172063988,49.1397094726562,2.73775807579923e-10,NA,NA,2.47872126283085,-2.78420332656722,-0.738432162553683,0.0954873991525521,"3","1962",NA,NA,NA,1.01841384800697
"12",1962-10-01,"Argentina",0.0902372792283921,48.1423683166504,2.84804679839823e-10,NA,NA,0.674506121025466,-2.36480578835436,-0.195868818776405,1.1619894599682,"4","1962",NA,NA,NA,0.990355532901204
"13",1963-01-01,"Argentina",0.0875953833852568,47.1274108886719,2.94536062206419e-10,NA,NA,-1.91308918989901,1.06425210354659,-1.11836852328662,0.283483011274756,"1","1963",NA,NA,NA,0.847854725487822
"14",1963-04-01,"Argentina",0.0852761811694024,47.0238380432129,3.10755005061836e-10,NA,NA,-2.8840734214833,-1.84017602204132,2.57986051325544,-1.50744859907814,"2","1963",NA,NA,NA,0.739862910355352
"15",1963-07-01,"Argentina",0.0856684786230826,48.0927047729492,3.19837600848416e-10,NA,NA,-2.55119001698033,-1.74770393096166,1.10792385894531,-0.413215564429665,"3","1963",NA,NA,NA,0.693523575063412
"16",1963-10-01,"Argentina",0.0835048045543592,49.3007926940918,3.49680479017067e-10,NA,NA,-1.90300116009193,-2.76724587036596,1.93331435745101,0.383450976985987,"4","1963",NA,NA,NA,0.649901098718094
"17",1964-01-01,"Argentina",0.0804685216325495,49.9984588623047,3.67845698345803e-10,NA,NA,-3.26399847380356,0.423934469667595,2.72657533447442,0.270044038264433,"1","1964",NA,NA,NA,0.616909658576451
"18",1964-04-01,"Argentina",0.084267082096553,51.1684951782227,3.82118364727901e-10,NA,NA,-1.04547649288634,-2.29637475474151,2.83787550489352,0.652992584916032,"2","1964",NA,NA,NA,0.598738930438505
